As of Date,Fiscal Year,Region,Borrower Country / Economy,Borrower Country / Economy Code,Project ID,Project Name,Procurement Category,Procurement Method,Project Global Practice,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country / Economy,Supplier Country / Economy Code,Supplier Contract Amount (USD),Borrower Contract Reference Number,Review type,Supplier ID
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P117635,Kenya Water Security and Climate Resilience Project,Consultant Services,Consultant Qualification  Selection,Agriculture;Water/Sanit/Waste;Industry & Trade/Ser,1722048,Consultancy services for preparation of Resettlement Action Plan No. 4 (RAP 4) for Tertiary canals in Lower Nzoia Irrigation Project,11/05/2020,ZAMCONSULT CONSULTING ENGINEERS LTD,Kenya,KE,233786.140000,KE-MOWI-166152-CS-CQS,Post,387827
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Direct Selection,Health,1722165,SUPPLY OF AN AMBULANCE,12/08/2022,CROWN MOTORS GROUP,Kenya,KE,75183.350000,KE-MURANGA COUNTY-268402-GO-DIR,Post,824338
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1722359,WASTE COMMODITIES,11/29/2022,PEQALINK INVESTMENT LTD,Kenya,KE,12729.700000,KE-VIHIGA COUNTY-269829-GO-RFQ,Post,734794
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1722361,SUPPLY OF MEDICAL EQUIPMENTS,11/29/2022,BIOTIK ENTERPRISES,Kenya,KE,7074.460000,KE-VIHIGA COUNTY-269788-GO-RFQ,Post,734792
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Direct Selection,Health,1722363,PROCUREMENT OF TWO UTILITY VEHICLES UNDER THS,12/28/2022,CFAO MOTORS KENYA LIMITED,Kenya,KE,89177.140000,KE-VIHIGA COUNTY-269910-GO-RFQ,Post,876851
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1722387,SUPPLY OF GARBAGE TROLLEYS,10/25/2022,GEOVES INVESTMENTS LTD,Kenya,KE,2276.290000,KE-MURANGA COUNTY-268297-GO-RFQ,Post,734805
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1722499,WASTE COMMODITIES,11/29/2022,PEQALINK INVESTMENT LTD,Kenya,KE,12729.700000,KE-VIHIGA COUNTY-269818-GO-RFQ,Post,734794
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1722536,"SUPPLY AND DELIVERY OF REPAIR CLAMPS, COUPLINGS, SLOW ACTING ON OFF VALVES, AIR VALVES, etc., (LOT-1)",12/01/2022,ROPE ENGINEERING LIMITED,Kenya,KE,346314.600000,KE-MOWASCO-307292-GO-RFB,Post,582085
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1722538,"SUPPLY AND DELIVERY OF WATER METERS: ELECTROMAGNETIC FLOW METERS, ULTRASONIC FLOW METERS, LOGGERS (FLOW + PRESSURE), PRESSURE TRANSIENT LOGGERS, PIPE LOCATOR, TAPPING MACHINE, PRVs",12/01/2022,COAST INDUSTRIAL AND SAFETY SUPPLIES LIMITED,Kenya,KE,739440.920000,KE-MOWASCO-307349-GO-RFB,Post,475131
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1722540,Supply and delivery of Smart Phones,03/07/2023,MS POWERMAX INTERNATIONAL,Kenya,KE,41852.860000,KE-MOALF-181091-GO-RFB,Post,732916
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P120014,KE Electricity Modernization Project,Works,Request for Bids,,1722584,"Design, Supply and Installation of Solar Photovoltaic Power Generation Plants (SPGP) with Associated Power Distribution Network (PDN), Operation and Maintenance (O&M) services ) - LOT 1",10/09/2019,KINGSHORE NEW RESOURCES ELECTRIC JIANGSU COMPANY LIMITED,China,CN,5215873.690000,KE-REA-48167-CW-RFB,Prior,425568
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P120014,KE Electricity Modernization Project,Works,Request for Bids,,1722590,"Design, Supply and Installation of Solar Photovoltaic Power Generation Plants (SPGP) with Associated Power Distribution Network (PDN), Operation and Maintenance (O&M) services  - LOT 2",09/30/2020,KINGSHORE NEW RESOURCES ELECTRIC JIANGSU COMPANY LIMITED,China,CN,7000031.270000,KE-REA-48167-CW-RFB,Prior,425568
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1722628,PROCUREMENT OF MEDIUM DUTY SCHREDDER,06/24/2022,PATMUT GENERAL SUPPLIERS LIMITED,Kenya,KE,1019.110000,KE-MOH-273715-GO-RFQ,Post,734649
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1722645,PROCUREMENT OF ASSORTED PRINTERS,06/22/2021,DENPAH INVESTMENTS,Kenya,KE,8325.600000,KE-MOH-207362-GO-RFQ,Post,734416
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Direct Selection,Health,1722659,PROCUREMENT OF COVID 19 CONSUMABLES,04/28/2022,AFRICA BIOSYSTEMS LIMITED,Kenya,KE,13200.680000,KE-MOH-241600-GO-DIR,Post,721557
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1722758,"PRINTING, SUPPLY AND DELIVERY OF STANDARDS DOCUMENTS, POLICY DOCUMENTS AND MANUALS FOR KENYA NATIONAL BLOOD TRANSFUSION SERVICES",09/14/2022,SAVKOLA ENTERPRISES,Kenya,KE,66112.960000,KE-MOH-300691-NC-RFQ,Post,723911
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1722923,PROPOSED CONSTRUCTION OF KESI WATER PAN(CIVIL WORKS),04/28/2022,GADEMO HOLDINGS LIMITED,Kenya,KE,172772.350000,KE-TANA RIVER COUNTY-281542-CW-RFQ,Post,758972
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P145559,Coastal Region Water Security and Climate Resilience Project,Consultant Services,Consultant Qualification  Selection,Agriculture;Water/Sanit/Waste,1722930,"Consultancy Services for Preparation of Environmental and Social Impact Assessment (ESIA) and Resettlement Action Plan (RAP) for Mwache Roads, Kwale County.",03/20/2023,ZAMCONSULT CONSULTING ENGINEERS LTD,Kenya,KE,229998.470000,KE-MOWI-215083-CS-CQS,Post,387827
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P161317,Kenya Industry and Entrepreneurship,Consultant Services,Quality And Cost-Based Selection,Industry & Trade/Ser,1722986,CONSULTANCY SERVICES FOR DEVELOPMENT AND IMPLEMENTATION OF MONITORING AND EVALUATION SYSTEM,02/17/2021,FINNISH CONSULTING GROUP (FCG) (K) LTD,Kenya,KE,524144.230000,KE-SDII-71156-CS-QCBS,Prior,448005
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P161317,Kenya Industry and Entrepreneurship,Consultant Services,Quality And Cost-Based Selection,Industry & Trade/Ser,1722986,CONSULTANCY SERVICES FOR DEVELOPMENT AND IMPLEMENTATION OF MONITORING AND EVALUATION SYSTEM,02/17/2021,SPANTRACK CONSULTANTS,Kenya,KE,524144.230000,KE-SDII-71156-CS-QCBS,Prior,448009
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723015,PROPOSED OF KESI WATER WATER PAN FENCE/AUXILLIARY,04/28/2022,MMA SONS INVESTMENT COMPANY,Kenya,KE,40173.780000,KE-TANA RIVER COUNTY-281543-CW-RFQ,Post,770576
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723259,SUPPLY AND DELIVERY OF MACHINES AND FARM MANAGING EQUIPMENT FOR THE AQUACULTURE PARKS IN THE COUNTY,06/30/2022,ODEKERI ENTERPRISES,Kenya,KE,32837.150000,KE-BUSIA COUNTY-233250-GO-RFQ,Post,717410
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P161317,Kenya Industry and Entrepreneurship,Consultant Services,Quality And Cost-Based Selection,Industry & Trade/Ser,1723278,CONSULTANCY SERVICES FOR DEVELOPMENT AND IMPLEMENTATION OF COMMUNICATION STRATEGY REF. NO. KE-SDII-132988-CS-QCBS,02/09/2021,APEX PORTER NOVELLI,Kenya,KE,636859.880000,KE-SDII-132988-CS-QCBS,Post,461746
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723280,"REHABILITATION, INTAKE, IMPROVEMENT OF EXISTING OPEN CANAL LINING, EXTENSION OF MAIN CANAL SYSTEM, CONSTRUCTION OF DIVISION BOXES AND COMPLETION OF PERIMETER FENCE IN KABORIN-KAPYANCHAR IRRIGATION",03/28/2022,BRIGHT WIN LIMITED,Kenya,KE,118871.440000,KE-ELGEYO MARAKWET -254752-CW-RFQ,Post,713081
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1723298,PROCUREMENT OF OFFICE FURNITURE FOR CPCU OFFICES,06/30/2020,SEAL HONEY,Kenya,KE,6300.800000,KE-VIHIGA COUNTY-139253-GO-RFQ,Post,713452
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1723300,PROCUREMENT OF SURVEY EQUIPMENTS,06/30/2020,GEOSCOPE INSTRUMENTS (K),Kenya,KE,5791.310000,KE-VIHIGA COUNTY-172533-GO-RFQ,Post,579816
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Direct Selection,Agriculture,1723310,SUPPLY AND DELIVERY OF LANGSTROTH BEE HIVES (LORIEN)/NDATHIMI.,02/25/2022,COMPREHENSIVE DELELOPMENT,Kenya,KE,4007.030000,KE-LAIKIPIA COUNTY -167188-GO-DIR,Post,715610
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723359,"SUPPLY, DELIVERY AND INSTLLATION OF IRRIGATION EQUIPMENTS, DRIP KITS AND TRICKLES",09/08/2021,SEAMLESS REGIONAL VENTURES,Kenya,KE,12382.030000,KE-LAIKIPIA COUNTY -167175-GO-RFQ,Post,715510
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723465,"SUPPLY, DELIVERY, INSTALLATION AND TESTING OF 20*10 PLOT OF LAND DRIP KIT FOR 200 FARMERS AT KAMUNA IN SEGERA WARD",11/17/2022,KOKOO SARAH LIMITED,Kenya,KE,64859.020000,KE-LAIKIPIA COUNTY -320950-GO-RFQ,Post,737620
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Direct Selection,Agriculture,1723480,SUPPLY AND DELIVERY OF CERTIFIED BEANS FOR (LORIEN) ESTABLISHMENT,05/19/2020,LAIKIPIA PHARMACY,Kenya,KE,37078.650000,KE-LAIKIPIA COUNTY -167097-GO-DIR,Post,715605
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723482,"KAMANGURA (MAGIMI BOREHOLE) DRILLING, EQUIPPING AND RETICULATION FOR IRRIGATION AND LIVESTOCK USE IN TIGITHI WARD",03/25/2023,LINNERS MORBRIC LIMITED,Kenya,KE,68607.140000,KE-LAIKIPIA COUNTY -239651-CW-RFQ,Post,738085
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723556,"SUPPLY AND DELIVERY OF FISH FEED FOR THE RECIRCULATING AQUACULTURE SYSTEM (RAS) IN BURUMBA WARD, MATAYOS SOUTH SUB-COUNTY- SUB-PROJECT",06/20/2022,LIXAM ENTERPRISES,Kenya,KE,46082.140000,KE-BUSIA COUNTY-281698-GO-RFQ,Post,666649
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723582,"SUPPLY AND DELIVERY OF 20GMS ALL MALE TILAPIA FINGERLINGS FOR THE RECIRCULATING AQUACULTURE SYSTEM (RAS) IN BURUMBA WARD, MATAYOS SOUTH SUB-COUNTY- SUB-PROJECT",06/20/2022,BUSIA MJINI COMPANY,Kenya,KE,8088.550000,KE-BUSIA COUNTY-281734-GO-RFQ,Post,634831
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Bids,Agriculture,1723594,PROPOSED REHABILITATION OF KINGI DAM FOR SMALL SCALE IRRIGATION,07/06/2022,TREGFRO LIMITED,Kenya,KE,264123.050000,KE-NYANDARUA COUNTY-287272-CW-RFB,Post,690768
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723600,CONSTRUCTION OF POULTRY PARK OUTGROWER UNIT ‘A’ AT MUDEMBI VILLAGE BUNYALA NORTH WARD-BUNYALA SUB-COUNTY-BUSIA COUNTY,03/27/2023,GOLDENCREST AGENCIES,Kenya,KE,27989.830000,KE-BUSIA COUNTY-211043-CW-RFQ,Post,495611
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Bids,Agriculture,1723608,"CONSTRUCTION OF RECIRCULATING AQUACULTURE SYSTEM PRODUCTION HOUSING UNIT AT ATC BUSIA, BURUMBA WARD, MATAYOS SUB-COUNTY",06/30/2022,PLANHOUSE,Kenya,KE,215922.140000,KE-BUSIA COUNTY-281922-CW-RFB,Post,723460
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Direct Selection,Health,1723611,SUPPLY AND DELIVERY OF TWO PICKUPS(double cabins),03/27/2023,TOYOTA KENYA LIMITED,Kenya,KE,91254.750000,KE-KISII COUNTY-269862-GO-DIR,Post,371451
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723631,"SUPPLY AND DELIVERY OF VACCINES AND DRUGS FOR POULTRY PARK UNITS IN BUNYALA AND TESO SOUTH, POULTRY PARK UNITS SUB-PROJECT",08/03/2021,CORNILIZZO AGENCIES,Kenya,KE,15666.820000,KE-BUSIA COUNTY-237862-GO-RFQ,Post,719296
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723644,"SUPPLY AND DELIVERY OF GENERATORS FOR POULTRY PARK UNITS IN BUNYALA AND TESO SOUTH, POULTRY PARK UNITS SUB-PROJECT",03/27/2023,COMBIC KENYA,Kenya,KE,18206.080000,KE-BUSIA COUNTY-236222-GO-RFQ,Post,666660
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723646,"SUPPLY AND DELIVERY OF BREEDING STOCK FOR POULTRY PARK UNITS IN BUNYALA AND TESO SOUTH, POULTRY PARK UNITS SUB-PROJECT",08/02/2021,MATECHA AGENCIES,Kenya,KE,20874.370000,KE-BUSIA COUNTY-239080-GO-RFQ,Post,718718
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723648,"CONSTRUCTION OF POULTRY PARK OUTGROWER UNIT ?A? AT ASIRIAM VILLAGE, CHAKOL SOUTH WARD-TESO SOUTH SUB-COUNTY-BUSIA COUNTY",06/25/2021,AVALANCHE INVESTMENT,Kenya,KE,34331.970000,KE-BUSIA COUNTY-233230-CW-RFQ,Post,710709
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723650,"SUPPLY, INSTALLATION AND TESTING OF WATER TOWER, WATER TANKS AND WATER SUPPLY SYSTEMS FOR NAMASANGO WATER PAN IN BWIRI WARD, SAMIA SUB-COUNTY",01/24/2022,CLAYFARM AFRICA,Kenya,KE,24646.240000,KE-BUSIA COUNTY-260802-CW-RFQ,Post,718724
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Bids,Agriculture,1723651,"FABRICATION AND INSTALLATION OF 9NO. , 20 METER GROW-OUT REARING AND FISH HOLDING HDPE FOR FISH PRODUCTION IN OPEN WATERS AQUAPARK IN BUNYALA SUB-COUNTY",06/30/2022,SOWINO INVESTMENT,Kenya,KE,164673.450000,KE-BUSIA COUNTY-296170-GO-RFB,Post,616521
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723656,"SUPPLY AND DELIVERY OF BROODERS FOR POULTRY PARK UNITS IN BUNYALA AND TESO SOUTH, POULTRY PARK UNITS SUB-PROJECT",08/03/2021,ISPAL VENTURES,Kenya,KE,2719.740000,KE-BUSIA COUNTY-236220-GO-RFQ,Post,713057
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723659,"SUPPLY, INSTALLATION AND TESTING OF WATER TOWER, WATER TANKS AND WATER SUPPLY SYSTEMS FOR KHUYALA AREA IN MATAYOS SOUTH WARD, MATAYOS SUB-COUNTY",01/24/2022,SAN BAHATI ENTERPRISES,Kenya,KE,12367.240000,KE-BUSIA COUNTY-260799-CW-RFQ,Post,718717
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723661,"REHABILITATION AND FENCING OF NAMASANGO WATER PAN - BWIRI WARD, SAMIA SUB-COUNTY",01/24/2022,JAFAN KENYAN,Kenya,KE,26584.940000,KE-BUSIA COUNTY-260801-CW-RFQ,Post,532251
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723664,"REHABILITATION, FENCING AND DESILTING OF KENG?ATUNYI WATER PAN ? ANGURAI NORTH WARD, TESO SOUTH SUB-COUNTY FOR SUSTAINABLE VEGETABLES AND FRUITS PRODUCTION",11/30/2021,OPET ENTERPRISES,Kenya,KE,27450.020000,KE-BUSIA COUNTY-281586-CW-RFQ,Post,520487
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723667,"SUPPLY, INSTALLATION AND TESTING OF WATER TOWER, WATER TANKS AND WATER SUPPLY SYSTEMS FOR LUNGA AREA IN MATAYOS SOUTH WARD, MATAYOS SUB-COUNTY",01/24/2022,ANTCO INVESTMENTS,Kenya,KE,12442.100000,KE-BUSIA COUNTY-260798-CW-RFQ,Post,598805
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723673,"CONSTRUCTION OF 5 FARM PONDS, LINING & FENCING ? KHUYALA, MATAYOS SUB COUNTY",06/20/2022,BURNLY INVESTMENT,Kenya,KE,14445.760000,KE-BUSIA COUNTY-281590-CW-RFQ,Post,545116
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723695,"SUPPLY, INSTALLATION AND TESTING OF WATER TOWER, WATER TANKS AND WATER SUPPLY SYSTEMS FOR KENG?ATUNYI AREA, ANGURAI NORTH WARD TESO SOUTH SUB-COUNTY FOR SUSTAINABLE VEGETABLES AND FRUITS PRODUCTION",06/20/2022,BARASHO KENYA,Kenya,KE,23839.930000,KE-BUSIA COUNTY-281585-CW-RFQ,Post,527588
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723711,supply and delivery of GPS,06/26/2020,ZONNAH AGENCY,Kenya,KE,63410.050000,KE-MOALF-171887-GO-RFQ,Post,521415
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723728,supply and delivery of VHF Radios,06/26/2020,FIRST CHOICE GENERAL SUPPLIES LTD,Kenya,KE,46500.700000,KE-MOALF-171872-GO-RFQ,Post,605261
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723766,SUPPLY AND DELIVERY OF FUNGICIDES AND INSECTICIDES FOR SUSTAINABLE VEGETABLES AND FRUITS PRODUCTION THROUGH USE OF APPROPRIATE TECHNOLOGIES SUB-PROJECT,06/20/2022,REDSEAL SOLUTIONS,Kenya,KE,32354.190000,KE-BUSIA COUNTY-281576-GO-RFQ,Post,599736
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Bids,Agriculture,1723768,rehabilitations of towhid/qalankaley joint solar pump,02/15/2022,SHAM SUPPLIES AND CONTRACTORS COMPANY,Kenya,KE,143751.920000,KE-GARISSA COUNTY-261458-CW-RFB,Post,715863
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Direct Selection,Agriculture,1723770,"SUPPLY OF ELECTICITY TO SIUNGA AQUAPARK , BUTULA SUB-COUNTY",10/04/2021,KENYA POWER AND LIGHTING COMPANY,Kenya,KE,23720.550000,KE-BUSIA COUNTY-246893-NC-DIR,Post,614649
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1723773,"SUPPLY AND DELIVERY OF POULTRY FEEDS FOR POULTRY PARK UNITS IN BUNYALA AND TESO SOUTH, POULTRY PARK UNITS SUB-PROJECT",08/02/2021,GLOWEN VENTURES AND CONSULTANCY,Kenya,KE,91860.190000,KE-BUSIA COUNTY-281902-GO-RFQ,Post,717935
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1723775,"SUPPLY, INSTALLATION AND TESTING OF WATER TOWER, WATER TANKS AND WATER SUPPLY SYSTEMS FOR KAPINA AREA, BUKHAYO/WALATSI WARD, NAMBALE SUB-COUNTY FOR SUSTAINABLE VEGETABLES AND FRUITS PRODUCTION THROUGH",01/24/2022,JUBAIN GENERAL SERVICES,Kenya,KE,12450.370000,KE-BUSIA COUNTY-260815-CW-RFQ,Post,713853
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P164654,Kenya Social and Economic Inclusion Project,Consultant Services,Individual Consultant Selection,Public Admin;Health;Social Protection,1723777,Procurement of consultancy services for development of NDMA strategic plan for 2023-2027,12/21/2022,INDIVIDUAL CONSULTANT,null,null,21956.640000,NDMA-01-CS-INDV,Post,null
